A_ID,B_ID
345275528,911720044056387584
342863309,831159630172680195
342863309,829834513320726530
34247411,1403349748153819145
34247411,1189870353172123648
34116377,1148122960613392384
34116377,1054893957652434944
341106480,921243130262728704
341106480,921243130262728704
329305241,877968869138329601
32871086,1130046320184446976
32340937,1004894980962336768
312149882,940778288871542786
304679484,888417978559078400
297100174,747901684282703876
29667856,1387010761994682371
29447428,1474852997020758024
29447428,1433489836162396166
29447428,1387314750883831810
29447428,1247295628780208132
284602545,920332104541466624
274831602,948961748261810176
274120403,895814938995957760
27153523,1185366642869460992
26361656,1448500687516495877
262219168,980751310642233345
26217297,1456312759012954115
26217297,1265453530418237441
26217297,1210233737356730368
25816369,1278236816936710144
25653301,1051032951708889088
255340030,800037745024339968
254515782,982538772540567552
254515782,828561216918335489
24827393,1484563799264870400
24705246,1154477156958949376
24299842,1426176384099971074
242827267,713133920968159232
23937894,1391714455390670851
237141734,994415530651009024
23477240,1429560994808926217
23471698,1387010761994682371
229623135,940778288871542786
22799257,1502899128124203013
22619344,1387010761994682371
225779417,783655217170554880
22187085,1368799567190237188
22187085,1194801500498931712
220732461,793580816840425477
21637349,1099390247534759938
21575717,1036816881347219457
21525682,1493774877198749699
21525682,1443349716943572995
21525682,1265835600923357185
21525682,1256595851859726337
213245607,881517449144918016
21258337,1223384444633067521
21258337,1141091364974678016
21215254,1308267623327518725
211994193,796845382152163328
21187547,1466732494036815874
210892156,940778288871542786
20973388,1095104382700605442
209584092,888042960549552129
20793816,1243633084874047490
20405787,1333273132547751936
20255118,1325181747978526722
201644197,879043594329497600
20095865,1478513193555218435
20052899,1458422928366874624
20052899,1416846409865867267
19899980,1442519346912239616
198296897,836753078153965570
19791240,1048593008894128128
19739126,1033084441697153024
19739126,1033084441697153024
19651284,1014498961963536384
19617541,1458422928366874624
19604599,1387836231937970186
19477583,1210233737356730368
19362341,1434977093247545350
19196895,1412433273729556490
19084896,1379972530463776770
19084896,1307324263297413130
19084896,1136929287011880961
19043121,1314747257397211137
18990782,1318953209373839362
189868631,850343119451299841
18831926,1306347674929684482
18831926,1244198220366000128
18831926,1094971056358637568
188136549,922294461186453504
18667799,1313435495314206720
18580938,1283952596877807618
18178850,1412897313907900420
178580925,897180245006180352
178580925,875495754537861121
178156240,900733668779544578
17774061,1293837794771496963
177437962,761819600568717312
17479606,1174639256863510530
17354805,1208293000511574017
17027632,1451699962090196993
16996451,1369160185315430402
16967845,1099390247534759938
16834659,1415875893524791298
16827148,1214879835375448064
166985027,948961748261810176
16675569,1245932239717724162
16637204,1359651108751310855
165660881,871240626116804611
16463397,1245932239717724162
16185413,1473751796027998213
160952087,962773563106263046
160856325,966513420446003200
16040748,1484563799264870400
16012783,1333774146807980033
15974328,1304036484920606720
15862891,1151232104052736000
15801906,1369880235064258571
15801906,1352235653849870338
15740776,1183047073580703744
15480566,1475640014675628041
15480566,1225382429080391680
15392486,1084553456361369607
152656121,726070073081868289
1519279907389464577,32630870
1512372785511038979,26361656
15115280,1357061886286602240
148529707,958158515629187073
148529707,704031546395590656
1480493394363392004,21489341
14795451,1387010761994682371
1477862777796636679,26824556
1477609642184396806,12133382
1477609642184396806,12133382
14707794,1463263787134291970
1457817932772220928,88820794
1456329377634205696,19527910
14541472,1195126426959319040
14462907,1019944707311403008
14437914,1483196161401901056
1439073985422110725,28652375
14377605,1012201853877186562
14362766,1366341380772147202
1431065187730305026,42906876
1430225525918871553,19913106
14281853,1285594911803416583
14281853,1102519004244205568
14260960,1325274987368869888
14248656,1276680681066807298
1421835080813666306,90146161
1421835080813666306,37338552
14157134,1070779320916996097
141376286,804582780298412032
14135350,1470924480797106183
1411285883731562497,18602971
1404252914852544512,21917756
1367553884038782980,22875032
1364639441604800513,49445627
1357131432804700160,41899582
1357131432804700160,18207725
134890715,825640340958957569
1335983975613939712,41719739
13340732,1063496888765374469
1314122647341608961,29447428
1309417499398746112,21489341
1295064923685310464,88661109
1292671256865587200,16996451
1284305974925262848,29969762
1282511778522382336,61348039
1278236816936710144,94350709
1278236816936710144,29447428
1278236816936710144,29447428
1268223690480615424,47003347
125488396,981516627475775489
1253930331901583360,46074537
1248259588685692928,20285726
1247907027650838528,14837621
1240877215274975236,23373153
1238370241169616897,68396377
1238370241169616897,48367770
1237053825967697920,20600204
1235696982242611200,20392809
1225382429080391680,26973844
1222773302441148416,35846837
1211081036328665088,56227000
118074508,740583951887044608
1178452608794726401,18082945
1169222736272646144,49652957
1163992520252153857,87983041
1160263164078022656,98266142
1141406420815896576,22255244
1134617890735448069,32578044
1134152253353447424,18831926
1122934522134315009,67207140
1120633726478823425,99151115
11134252,1418535365887987712
1094971056358637568,26973844
1094971056358637568,21489341
1085134428953821184,61177115
1068701541979185155,18760393
1067016944174460928,94270652
1064912412736917504,20607434
1046558381211897856,12412802
1037376554848923648,27602245
1031462358000889856,31565500
1029465832781492226,23161445
1028022611324747776,93476670
102707504,729795376438464512
102104262,804782370918461440
1020963265969573888,56154457
1006419421244678144,19030484
1006135342355959808,17684387
1005846500583321601,22875032
1004270117298102273,16185879
996359407939174401,60779696
996273172985954304,18351416
995436724493807616,22603674
995436724493807616,22603674
98471035,823191621349101568
98471035,739844197935644672
977954172556361733,16503453
973974975014146053,28627016
96529840,885428494037123076
96230203,805077676092489728
9609622,1125425563076710401
956250134786002944,45804847
956137933248937985,25275979
95463107,826226272418283520
95091601,925679969224634368
95091601,828605443400282113
950215424981028864,97739866
950215424981028864,97739866
938494109844729856,41438148
935810185859338240,20304668
929823128259387392,42929895
927734790517694464,22133083
92759618,960468963007385601
92759522,968311099064909824
926164634570067968,73659965
926164634570067968,26805539
924010172376260609,43477325
921411153426862084,21924899
920943710254313472,18831926
91180720,950091704295706624
897515348085190656,26775504
888183349864476672,47415847
879810242153914368,16957407
868673067223887872,23452847
86626845,732217064237207552
856704654545006592,60779696
818893114979061761,51241418
803694179079458816,28817015
800463336630403072,26775504
799911790398373888,79688044
798953701972938752,17290000
795857631571156992,17267769
780546876391067648,18488140
760219193195302912,21489341
7589742,1456666722707165187
745824471689244672,32424767
745354130554818560,37853509
738080573365702657,78350550
729277017028337664,55737360
722528529716383744,17578329
713752653289955329,14548232
701750402786717696,17578329
69080476,960468963007385601
68611923,745699859169165312
67805368,963921191084929024
64643056,944149608992854017
62576309,996373477660741633
61183568,813417041394880512
61177115,978947769888116736
59150150,754779907297804288
58974496,736393287678853122
54656439,861738869045297153
52136185,935886804028243969
49151622,828337737388285952
49075940,978947769888116736
48624704,962092001154940928
48624704,923839146077986821
48508532,833480592813617152
47475039,725845441229774849
45840174,919965874311782400
45010849,852389079975165953
43412697,813874087869218816
41438148,817086280597209089
40801529,827843955106516992
39501483,811704294743359493
39197185,895814938995957760
36711022,919667724535648262
36711022,800148535899324416
36012258,974570473567633408
35787166,922464867436593153
35787166,892503488193855488
33135872,713761799103971331
32871086,897515348085190656
32871086,746377806754394116
3108351,1053005284044500992
30844417,976948534053343233
29455588,708130060738306049
28370738,978947769888116736
2768501,1448820035015770116
2768501,1245485014751408130
2768501,1140438675001503747
27493883,821681572202029058
27004298,739727105940946944
26787673,720344493422026753
26637348,775482843191398401
26361656,881708118903726080
26217297,874148114399154176
26217297,785154746818633728
24913074,822591807821381635
2467791,1376709819613253633
23281108,847899028826144768
23022687,714213647007006720
22603674,995436724493807616
21976616,826845227315032065
21884579,819019776844513280
21525682,997519418492993537
21525682,997519418492993537
21525682,997519418492993537
21525682,997519418492993537
21110041,901256460566487041
20995648,995789645354070021
20751145,804582780298412032
20751145,804582780298412032
20559705,811362755861061632
20280088,713118204453851138
19902709,733908456348868608
19017675,726070073081868289
18982486,804582780298412032
18831926,886032877011558400
18831926,798711382044708864
18573284,769549979769671680
17774061,855996928374341633
17724276,795346260698025984
17227307,940778288871542786
16606569,827938295975866368
1652541,1388928926869753857
16503453,900733668779544578
16213404,709358581116575744
15801906,977796337151307776
15745368,881248503514714112
15740776,825405072502902784
15480566,866724171304194048
14892665,713761799103971331
14836197,734853834300751872
14298769,773570120132202497
14247236,788106950160609280
14247236,713839291210792960
14157134,985146235039506432
14157134,726070073081868289
1028022611324747776,2467791
1028022611324747776,2467791
9609622,932807688815120384
7790922,966740329041772544
7587032,903339238032322561
5120691,837793226341875712
2836421,775036051773587458
1917731,826226272418283520
3832,1412897313907900420
1205226529455632385,1688
4118285112,2340315002
3896850852,3246790436
3690146477,1497253771
3453306553,2475034094
3453306553,1573800344
3453306553,1573800344
3453306553,1573800344
3453306553,1573800344
3453306553,1573800344
3453306553,1573800344
3453306553,1573800344
3453306553,1573800344
3453306553,1573800344
3453306553,1573800344
3453306553,1573800344
3453306553,1557320480
3425014283,4197995774
3269171958,1075927117
3246790436,3336352766
3223426134,2370753746
3223426134,2193135944
3131144855,2714613089
3114810541,1967815650
3068796199,2943739141
3030814395,2387540972
3014537423,2202236205
2977083957,2690515189
2951027582,2681771034
2885493519,2448649162
2876041031,2249409116
2826266724,1359093421
2809959174,2173378878
2809959174,1101913766
2783540131,3220242956
2783540131,1645345628
2688537468,1004484314
2615581908,1309762062
2608740770,3226113792
2608740770,1645345628
2607006139,2962112305
2582963526,2943739141
2569219368,2412307836
2479226604,4892727759
2479226604,1309762062
2425571623,2189056412
2421067430,2951742165
2400284491,1676303954
2300873095,2224624532
2253993151,1969346438
2248919634,2290125115
2236956066,2943739141
2227796157,3017413487
2227646515,2412307836
1977482286,4736578693
1891490382,4833331271
1866938882,1339515560
1640929196,2739667932
1640929196,1248759402
1618718016,2330575099
1539978391,2759432754
1539378523,3398432139
1404291198,3029686011
1359532099,4601931155
1359532099,4018888580
1355590891,1414977588
1348465843,2943739141
1348317661445451777,1.34861E+18
1259161086,3098436206
1252708879,1669796893
1108565574,3270007519
1108565574,2549616986
1099332883,2876041031
1080844782,3265321562
1080844782,1921951394
1033826336,1309762062
1020203322,2297842659
981425370,2300453384
967027984426242053,1.32151E+18
963938472,4480118843
931532198,4039345572
899571956,2460974640
878284831,2933782246
878284831,2402210804
874916178,2372317417
856010760,4880781801
848635910,1842010946
848531798,1573943426
838464523,3103857701
833988769,1454928205
807865098,1226364937
764187379,1573943426
722242009,2683210415
720139699,1448823805
700637412,2475034094
700637412,1294935649
618625439,1004694289
615878104,3015939068
614600545,2524207025
588732151,3015305734
572282251,2930308020
558319107,1285142677
556519575,3835084227
548384458,3670614857
528674835,4264297743
518660800,2224624532
508132071,3931884312
506216849,3168944977
490002009,1351956895
486834536,1921951394
479724576,1181305388
467726691,4541535439
466198757,2964161673
463214687,1669082978
457060718,3314652765
4541535439,246667561
454099919,1017962856
4484115214,144569635
4361001253,369164013
429531188,1103850667
4292519659,977204844
425792634,2224624532
424624761,1315921093
416025003,3298227152
3988805686,291496884
387054267,1057819740
3856305322,272196949
385162111,2219819197
380648579,2942274771
372536101,4635379238
368240745,1516235004
3602064317,880008290
352754946,2943739141
3453306553,552543142
3453306553,468161947
3453306553,416950760
3453306553,284475942
3453306553,284475942
3453306553,183024552
3453306553,183024552
3453306553,183024552
3453306553,183024552
3453306553,183024552
3453306553,183024552
3453306553,147833076
3453306553,105613985
343679171,1081307250
342863309,1392950168
342802864,1339357320
342187925,2426002789
3383159573,416690954
3377454681,115393565
3303457302,380105755
3298944944,531618878
3288075858,124385632
3277827936,480306928
3246790436,553990226
324555383,1269990092
3160248614,738145794
3131144855,753729818
308321267,2475111816
307755781,2448742807
305848643,2248919634
302984766,4326463994
300236092,2264401871
296553576,2887391470
296553576,2809579420
292053511,2811840943
291414445,2296411899
2912548273,531945177
2885493519,581375677
2827865725,515377496
2826804048,104517644
281185181,2692420788
2809959174,893479800
2809959174,305325817
2799946720,825602515
271445418,2202236205
2713968041,226150204
2707955850,319477370
270195321,3719799136
269788397,4838140174
269513439,4792461621
267425142,2530758806
262219168,2951601697
2615581908,850099512
2615581908,631850941
2615581908,556601571
2615581908,249524923
2601869406,972678104
2600359297,234604065
259925559,4248993381
259506084,3018860447
2561718665,147401660
255812611,2432830728
2553418813,281387770
254515782,1921961029
2542290469,473696731
249829650,3068541683
2464473097,112155894
246178914,2921282954
2457778334,996390163
2441666255,234943964
242827267,3300838824
2425571623,960187993
242355547,4068090275
238803978,3093146455
2338811370,570340214
233343317,1597060776
2328175742,183559852
226295119,4909987960
225779417,4196505444
224568664,1257158389
2235731509,626258459
221615955,1309762062
2214412979,351484606
216813918,1012157576
215899949,2224624532
214558299,3731897535
214213512,2809313884
213057317,4830874006
211371719,2783538092
209851082,1434806401
204273771,1645345628
198296897,1309762062
195808903,2813049204
1957610664,449415912
193941067,4919154620
193941067,4919154620
1926075181,497349753
189406309,2809579420
189305014,4888868884
186279752,1141308715
1858680210,879051864
1857948524,155930120
184216437,1397630402
180797277,1305409038
173629507,1548253015
1720530361,110893874
171876607,1708562239
170280910,2646233443
168952498,2401117104
1674065502,371842668
1659140850,721139965
165660881,2615581908
1652177576,449864075
1640929196,961105574
159438315,1662047773
1579290116,426081006
1570801196,302984766
151257881,3656850915
149522272,3598044795
147734164,2224624532
145476250,3024893962
1436433500,980783300
143159404,3304320810
140315951,1259161086
1402677510,346173354
139328853,2412307836
1369701486,555504754
135317559,3423997089
134975165,2432830728
1340459634,922602722
132731802,1036115508
1326415020,500271953
1271714653,267377062
1240407498,401788588
124003770,3258198301
120720108,3011256515
1165750201,257192855
116502194,3894003321
116228328,2683210415
1137438540,313307103
1113341312,338219529
1113341312,112155894
1108565574,800262170
1108565574,524939820
1108565574,246070116
1108565574,164178673
103512187,1573800344
102707504,1257158389
1018340810,251622947
1010593116,546527413
981425370,475063210
977204844,487686623
961299362,415898636
95463107,2193135944
95091601,4899639072
93880122,3065680671
93880122,2732470025
92932981,2921282954
92932981,1368100356
92932981,1018660693
90732175,4280220914
904408999,252772954
883466928,524939820
878284831,335600262
86626845,2926505202
84035041,3306382727
80802900,3003507631
803780370,551507199
801997428,267377062
791638976,302984766
78905469,1027379881
77041510,2982005283
76842602,1309762062
757832485,347120386
746264882,219652469
738806388,229900964
734512489,135669941
69080476,2272185878
67805368,2536457582
66694922,1927834592
65471427,3251817825
65357102,1284146730
63217258,3532122080
630995607,275305372
624964763,904408999
62306952,2217403956
616307352,371452478
605153786,731874217
605153786,301352485
59513330,2314018987
58974496,2880610310
58436094,4264297743
572080560,849904062
568345906,406045135
554148367,356570650
548289031,474336882
53963427,1227930246
536904693,516731926
53130511,2193135944
529147678,426344026
52770751,1010593116
52544275,1921951394
520724783,814813830
519321215,104865001
519152293,635449207
518660800,107115849
518254771,635701556
510464011,531618878
508132071,524941932
507682449,448692159
49698134,2193135944
493714995,253316481
491867385,710010726
48624704,2412307836
48624704,1309762062
48325671,3928989554
47991586,4900890843
478276937,130678087
477934944,578601744
4725383142,84440344
467726691,700359998
467726691,320014945
459872442,105327432
454099919,213801168
45010849,2798807857
449588356,262089479
442057752,761630653
4327127414,61344502
42343812,2190845846
4216062853,39766822
4175759465,19066475
41438148,2264401871
41438148,2264401871
4132825992,90107770
412548718,138498185
41218263,2788823296
4091551984,38232159
406842374,264378200
4043106914,22344763
4043106914,22344763
40353407,3145521540
40068395,2615581908
39344374,3235749702
372536101,197880158
371544244,531618878
368240745,335240330
362144301,228686553
36042554,2712537543
35787166,2706903578
357090058,531618878
353365146,451260166
34743251,2439103317
3453306553,90107770
3453306553,90107770
3453306553,90107770
3453306553,90107770
3453306553,90107770
3453306553,90107770
3453306553,32669068
34247411,4757894056
3404875323,18621090
339724344,171204118
33680887,3327669647
333246743,467730106
3303457302,45591393
3288075858,90107770
3288075858,18366690
32871086,2372317417
3264938916,51971452
325614777,293241580
3193073724,35586763
3172811611,80442315
316546071,299273962
315187614,319619581
3131144855,79813585
3131144855,20061144
311340010,270921976
307755781,202884181
3063032281,15298147
3030063311,17129384
299106111,435279193
298410389,482770329
2980236053,15480566
29770862,3905542517
297688038,578601744
2955863289,24711879
29447428,2328730903
2889557075,14594816
288755234,160244947
288277167,289186412
2876774827,14817102
2845989689,23452847
2825412526,29447428
28213817,1686874152
2809959174,80471236
2809959174,39667408
27933405,1565032478
279097431,456361587
278145569,781701900
2775354102,73050826
276688330,275104144
27493883,3002029764
27493883,2876041031
271075882,457743272
26574283,4685821309
26217297,2447463596
2615581908,60779696
2615581908,14721982
260059352,360004006
25960714,1404198121
258124400,418566530
25723601,2545160880
255369151,779833230
2522916284,41438148
249459003,904408999
2472134791,91434962
246939630,117535296
2461810448,56894163
2445134780,21489341
243525545,215899949
24308172,2450985343
243013409,271947041
242555999,216449581
240462058,578601744
23937894,3145935035
239372543,351256975
2393001308,36706851
2385475135,17695133
23655688,2936315827
233343317,232187050
2317351705,20449751
23022687,1692427820
22650211,1915033663
22448617,2151852128
22266871,1012209702
22187085,2430547590
22187085,1024179554
221706364,578601744
2196799850,18207725
2184934963,19667628
21443029,2400916699
212621119,332055899
21167611,2165292985
20995648,1474726309
20172153,3927258395
20172153,3342600166
19934731,2331808090
198881547,267498657
19793134,3827830753
19761742,1573800344
197554405,763937394
19739126,1921951394
19739126,1921951394
19739126,1921951394
19739126,1921951394
19739126,1921951394
19739126,1921951394
19739126,1921951394
19739126,1921951394
19739126,1921951394
19739126,1921951394
19638751,2346909206
19599446,2963383468
193128427,269188684
1902163488,23452847
18831926,4917244678
18753424,1686874152
18004222,3106186180
178580925,106123038
175989309,460632677
17568019,2889487290
17477864,2856133189
174151902,737585496
173672963,202884181
172145144,531618878
171437375,180596658
1705200379,87407427
16895540,2209106522
166344019,299230774
166071271,341330045
164932283,158123632
16286419,2604801729
16129920,1020800155
15852801,4262438479
15801906,2876041031
15801906,2371064395
15754281,1692060708
15730467,2715817177
15728161,2193135944
1558406653,21489341
15554922,1849478558
155483848,119363458
154435010,218491913
1543986138,23006008
152656121,115393565
151387046,454368075
1505993402,94350709
150267476,100545608
1484389512,15096041
14707794,3162249408
147050008,184282465
144611647,385310610
1429437000,55770035
142332083,271075882
14106476,3038078693
14085096,2473900885
140761770,128877911
1404291198,59019518
139109800,344185586
139109800,301352485
139109800,301352485
138451153,155930120
1383272101,16586417
135371497,439249630
13058772,3357496760
1299769218,19429280
126628908,336656405
1250239723,94350709
1249982359,51241418
1247612029,39143124
1247612029,20403317
12233422,2478381721
1216789842,25407389
1210213363,44153291
11856892,1450006598
116502194,892278998
1158193640,95620187
1137827292,29447428
111556423,233886065
111163466,578601744
1108565574,90107770
110453483,547838573
1080844782,43611815
107918290,517230552
1058807868,17758367
102243250,112991903
985749294,22671315
977204844,50189290
96648433,110893874
95766807,112155894
95091601,400495760
942156122,73537202
942156122,26775504
92932981,428944666
90982300,486027045
90732175,155930120
90646214,571141141
88589013,481703086
88387950,216507928
878284831,51241418
878284831,17717593
86626845,480875170
866065134,51973943
86010091,377706148
824903725,80706659
8197942,2412223020
8197942,1552409378
80784806,211880211
793331593,90107770
78905469,270064609
7768402,1921951394
76842602,582414351
76842602,403796945
7587032,4757894056
7587032,2968186857
75743543,553990226
728273994,29447428
728273994,29447428
722242009,95766237
71726298,635032365
71262814,143020085
70435999,218491913
68128023,238856888
66917778,582414351
66917778,470797902
66492948,531618878
65357102,332080277
64643056,200859598
63942152,446173045
62513246,461140983
614600545,15169907
60779696,288702257
60606206,528775542
593289567,35636271
59159771,578601744
586291040,15085192
58436094,500048680
580106431,20156605
57937201,259973639
571138490,24897046
568188135,48343373
56503668,459980306
549579841,61225261
53963427,540223123
53963427,249236062
52136185,278369814
519388948,62473360
51323915,950861076
50393960,156928721
488935510,21711199
487297085,51241418
48624704,943210460
48624704,612440918
48624704,232187050
47747074,164554364
46822887,531618878
467726691,51241418
467726691,21407616
467726691,16315143
46361818,811625724
462021312,51001054
455684839,42142250
41378381,216767555
40426726,167610475
40316065,904408999
400495760,28690225
39615521,590435189
390377012,21131522
385162111,85693971
3711001,1573800344
36372343,281597195
36065127,137117565
355911954,23452847
35237385,459980306
35157660,602854345
34743251,305283848
342863309,96648433
34116377,725798322
34019598,503272829
33639255,234497587
333631087,16450391
32871086,356546958
32871086,262472211
323344020,17236048
29447428,728273994
29447428,728273994
29447428,728273994
29447428,517105402
29447428,517105402
29447428,517105402
29447428,517105402
29447428,364478729
29447428,364478729
29447428,146243221
29447428,130065700
29447428,121732143
29422823,351256975
28943715,278760917
288277167,18184205
2768501,1686874152
27212119,435188926
270132611,31493863
26562883,614600545
26524127,516759358
263498163,29316011
262219168,84146348
26217297,252553444
259506084,20944311
259395895,67568430
256957128,21489341
256717934,94350709
255812611,73537202
255812611,26262458
25575859,791638976
254515782,84174241
254515782,70374894
254515782,61348039
25356462,430620548
25178222,327654834
24752038,349860257
243413063,30446336
243413063,16219502
239806318,29511425
23951122,276233894
234694571,95620187
23373153,172390085
231896114,27773430
22803269,867343717
22790968,390377012
22317663,334266988
22249836,380910579
22187085,147649467
22129280,874258472
22020109,234922173
22018221,235716417
218975278,14123181
21722318,250691621
21721506,119552781
21525682,494701047
21525682,253641379
20995648,200511006
20742888,233018450
20675681,895118100
205864193,31618527
20559705,555857498
203386661,27379820
20052899,792254042
197501338,24881664
19533512,354431372
19089339,309932421
19080151,249552678
19058678,218674455
18999969,155930120
18999809,371842668
18925120,789050904
18831926,844852386
18831926,275104144
18716265,373468496
18565524,613959382
18147014,379518072
17895820,267377062
17895820,199452338
17874544,263838682
175222900,37940975
17477864,594490204
173629507,91039220
17250666,150732990
17137628,215899949
17094311,196802928
17027632,805372752
168503417,45970216
16832632,140085170
16675569,603951538
16582131,370726302
16582131,204598799
16134235,166073550
160206458,45762306
159021888,84174241
15801906,518521500
156005429,87358629
15580900,561558519
15580900,382856144
153810519,15745368
15250661,270679223
15227162,173672963
15220768,561487220
15157283,456481822
15115280,142878053
14680530,310346296
14569869,168654728
145499533,29269689
145499533,17624477
14336546,232519990
14281853,419927046
14260960,155930120
14247236,120797984
14173315,481284818
141337990,17540376
139109800,39130254
139109800,18053163
137413599,94350709
135371497,84174241
130120037,78311949
130120037,17571514
12588712,184106499
12034642,246667561
118942188,60779696
118245138,44335874
11801292,382856144
117810351,27413942
117576644,30533818
105327432,39982410
95091601,91039220
95091601,84174241
95091601,17698525
94350709,29447428
93419198,29447428
90870968,25434641
88589013,29431996
86010091,34336977
82299300,16147188
8170292,161988348
80655195,39130254
74478487,35636271
72655429,29447428
70315912,25339267
66917778,23422559
65357102,91556413
64107618,93949528
63942152,79688044
6315402,301352485
6315402,301352485
621533,2147604445
61731614,93946973
60779696,84174241
59839834,14780915
58974496,32366648
57463142,22317663
56768709,21489341
56657187,32576902
56419640,18788038
48992513,20479891
48624704,17939958
465973,2295967047
45379403,21489341
44523552,28454954
44513878,29071845
43874488,20449691
43425975,98429846
42836999,22616336
41038352,52394367
39155029,17243913
38576013,84174241
38576013,19370499
37190669,15447482
34116377,60779696
34116377,60779696
34116377,42856767
33276161,25156861
30844417,87358629
29769998,23452847
29447428,94350709
29447428,94350709
29447428,94350709
29447428,94350709
29447428,94350709
29447428,94350709
29447428,94350709
29447428,94350709
29447428,36066931
29447428,23747507
29447428,22448617
29297242,19617541
2768501,352754946
27282113,18549385
270132611,7777302
26668729,17887465
26217297,76941017
26217297,76941017
25723601,44096053
25085885,16582131
24158979,30634288
23937894,26391380
23281108,26792380
22954232,94350709
22703645,51241418
22255244,16189107
21659166,23893409
21619519,88869834
21525682,40931023
21525682,20821069
21406457,45586702
21128334,60779696
20742888,84174241
20699709,62576309
20610385,91970211
20559705,84174241
20052899,19019465
19460358,18831926
19268706,39143124
19241864,29447428
18831926,19617541
18831926,17261279
18812301,56768709
18549724,14496536
18228898,17243213
18053163,79117953
18053163,79117953
17143007,94350709
16827148,97734871
16369805,47227386
16084829,39317273
15801906,16966104
15480566,18831926
15250661,29420301
15012486,18831926
14707794,60779696
14700117,71491041
14539104,19165893
14437914,87358629
14345812,16164781
14293310,22085981
14281853,20451595
14260960,78713167
14247236,96648433
12848262,24881664
10046442,19842272
9609622,60866631
92932981,8619542
8344522,47363493
66917778,9707492
612473,267377062
612473,267377062
30844417,5439842
807095,73452506
47678782,673983
1294741,5026541
3832,246667561
324703658,1688
582414351,8.82854E+17
160856325,7.66136E+17
16635277,1.32151E+18
