A_ID,B_ID
2461924214,1435870562480427015
2441666255,1459318873149353984
2425571623,1467530495563026434
2355919591,1258474163464835072
2322961194,1157088899115544576
2264401871,1205439711545835520
2227646515,1362322526118969346
2227646515,1362322526118969346
2227646515,1240937077258117120
2159127566,1309814523075923968
1921951394,1389619592130088976
1921951394,1389619592130088976
1921951394,1389619592130088976
1921951394,1389619592130088976
1921951394,1389619592130088976
1921951394,1250154805294587904
1891490382,1489800685046669314
1891490382,1451703125212123145
1796057425,1212560564225900544
1733398682,1166246597258174464
1695505166,1401861298233647106
1679672582,1194493809763213312
1670445650,1498743557607366659
1659140850,1362805552162701314
1577442662,1387010761994682371
1564890853,1007560450748354560
1563543554,1055307732226531328
1540529606,1175070207007760385
1498445304685002753,2412223020
1487664232023957511,4830874006
1483388011371016195,2410876825
1482717093309124608,1305246744
1481993284587241480,3082546368
1481868843522084864,2394564265
1467232988,1438629035332964359
1462548977367359490,2951601697
1462548977367359490,2828664616
1461157250337173504,3423997089
1456008647977275392,2692420788
1446136997018431494,2347940717
1443095900855881731,2931753511
1433796855960424463,2393261827
1424033022,1010320666648645632
1406177051996876800,1075147268
1401334091845357570,2657412780
1387010761994682371,4830874006
1387010761994682371,4830874006
1387010761994682371,4830874006
1387010761994682371,4830874006
1387010761994682371,4830874006
1376373064875659270,1478220060
1372149804143288322,1573800344
1372149804143288322,1573800344
1370049534831824901,3707759232
1369319255083257861,1505993402
1367361786039648257,3143750061
1364639441604800513,1969346438
1358064335415877635,1617921176
1349149096909668363,2453660160
1339166129110065152,3221117109
1335983975613939712,2589820362
1330521007250165768,2202236205
1321935792416149505,2891451417
1320994760228704256,1498326793
1314996438,1304036484920606720
1306159735,1406220117638266880
1306123686,1329590133264326656
1298372735383605249,2229123357
1296949513366564864,1573800344
1296104131501993990,2375183011
1280478731874848769,1231420045
1277653859301801984,2924464069
1268223690480615424,2432830728
1266474230,1394086635994681345
1266006636000358402,2620578761
1259161086,1151025570341220352
1247612029,1333774146807980033
1243888276123025423,2233495160
1240407498,1353872252823953408
1238949674989416449,2886781622
1238583088998830081,2423537112
1228268170126991360,4011399389
1227354200687960071,4830874006
1221462414744596483,1921951394
1219566773298532352,2429046650
1214974944066637825,1545576552
1206472297336324097,3246790436
1196590977932091392,3246790436
1196226398760779776,2908699057
1190453118,1252766881968160774
1189799454506799104,1967958770
1179455215,1140575482854948864
1163615564545372161,4830874006
1159682513947652096,3310125162
1155845777039810560,1132485474
1136974346566680577,2905260526
1130042420,1021192197914464257
1124001618096160770,1564064058
1120633726478823425,2876041031
1120633726478823425,2386246513
1120633726478823425,2288308578
1115826452715511809,2478503575
1113898497357623296,1052522228
1113341312,1318333892265324545
1110389035174948864,2314656883
1108565574,1448820035015770116
1108565574,1369160185315430402
1108565574,1347379934373662721
1108565574,1241645810854453250
1108565574,1190491625526448130
1105659718528262144,1414977588
1098451166306824193,2608740770
1090179417056268289,2517041226
1089160542865014784,1408737872
1066744429854236672,2748061373
1058807868,1372263714871767049
1055333908760420352,2593875620
1054881984,1345677728138334208
1046745148703608832,3647091072
1044582346400264193,2422998067
1031000589054828544,3423997089
1031000589054828544,1881185678
1029612428026204160,3005691210
1012834826896826369,2202236205
1010384732759252997,3110077936
987688826,1397356054770376709
977204844,1436479905450004482
976948534053343233,1639763630
969781208321331201,1027098097
960143858024595456,1573800344
957396820237234176,3163148070
950563187296030721,2941201618
950322380412342273,1482861078
949910864773095425,2507342209
938494109844729856,2264401871
938494109844729856,2264401871
938494109844729856,2264401871
938494109844729856,2264401871
938494109844729856,2264401871
935116421977186304,2195475698
926019424154349568,3310125162
924530346514964480,2295819507
917442644,1296279134079823872
905645454,1082334406751252480
892377658847350786,2919548734
879810242153914368,3227865816
879810242153914368,1619151054
878284831,1344424632103956482
873135988440223745,2218000892
870629200348274688,2342573012
870629200348274688,1573800344
868673067223887872,1954432309
867211584,1451834814554902532
867194634736472067,2905260526
866010939916775425,1084253460
865210877678686208,1350171506
860654500431880192,1458057895
845201789603368962,3029686011
840502412842541056,3410204513
829032434222166017,1969346438
826631824700997633,2739667932
826332877457481728,2908699057
820452522494226433,4491531140
817086280597209089,2264401871
800111181058838528,2371064395
799047255378391040,2220802110
796839329368866817,2202236205
793520017,1387010761994682371
793331593,1248772656435871744
793331593,1089045346242576385
790586865107599360,2365160321
786309892990574592,2731072181
782712715999522817,3290394333
782313907,1265690636302180357
774195721000087552,2396188842
771408483342282753,2713628120
769962319,1367348957958012930
767788995962998784,3657013654
759469096534704128,1591133707
728273994,1278236816936710144
725076563302174720,1385142120
723148184013279234,2608740770
717315174731018240,3663359301
713752653289955329,1921951394
713752653289955329,1921951394
711750460932141056,1496774516
711606778606297088,1668237438
709863948686909441,1257158389
707967655031005186,2751873404
707967655031005186,2592842778
707231479047315456,4480118843
707231479047315456,4480118843
631540093,1205246685569540097
630995607,1497188312620089349
612441328,1132791264242307073
580453937,1281628082978254852
561700183,1349869653816823813
560165933,1208293000511574017
542560242,1124136055668535296
539833719,1400974786126225409
529147678,1194415761357340673
527445533,1420351245819207681
525812268,1212167752569327616
525707128,1152626533845966848
520724783,1204423117311029248
517986782,1096257540600578048
508132071,1428424784396783616
506216849,1237784449611231232
491509563,1476953095364087813
490002009,1305795361336770560
490002009,1290232189615894531
487307955,1225382429080391680
4847284319,993134676180127744
473022390,1387010761994682371
4691437897,866218749992587264
467726691,1354107559964073984
463214687,1371591649013288960
459390022,1387010761994682371
457060718,1277324748301766658
453124512,1010320666648645632
449422338,1001228776032763905
444179398,1391589074834759682
438111039,1309214417100386304
435232010,1006967125754331136
416025003,1362805552162701314
412548718,1201995227285864449
4118285112,720420236076277760
409657315,1473144185389821953
406842374,1169257805993455616
396044297,1308267623327518725
384233102,1248772656435871744
3827830753,937899468585828352
380268462,1317220261050056704
378197959,1398779106217631744
373338732,1373530219273875457
371510063,1462546020626321410
370033792,1506969113075277832
368240745,1354551453260591108
357090058,1096443838653218816
352754946,1208293000511574017
349816997,1486122222699876355
3453306553,984232716651511808
3453306553,949134972547248129
3453306553,761819600568717312
3453306553,761819600568717312
3453306553,761819600568717312
3453306553,727843939634421766
342863309,1121967352181030912
3425014283,903961590093012993
3380282686,779091626727763968
3303457302,789203988533026818
328634628,1373572431277883394
327436641,1480575264631537669
3253989290,859541565508734976
323417384,1165565124490383362
3192252407,805077676092489728
318055047,1484553220550766595
3131144855,913755612344934400
310746442,1185532946473721856
307755781,1293837794771496963
305328519,1416280313601269762
302984766,1223440073330429952
302189804,1300619672916824065
2990729241,830465860825292800
2980236053,732736108061020161
2964606814,965175812520644614
2932460195,957655193260363778
2926204339,761819600568717312
2885493519,738786290313920513
288277167,1219694667694006273
286084243,1217922136343490576
284590933,1288710201240178688
2840668198,839990047764017153
281376874,1077703279218282497
2809959174,713133920968159232
2809959174,713133920968159232
279777404,1313284951752597504
279390084,1319416912623722496
276688330,1296279134079823872
275455326,1336929872913035264
269229726,1349169991724093440
266032035,1161156626671423488
2631724298,877968869138329601
262219168,1332768934383263745
262219168,1300371127127085057
262219168,1291502143342510082
258298063,1120826803675783169
257690350,1376861391957733380
256552189,1028022611324747776
2561429863,906530576445984769
255812611,1438672537773395970
255369151,1333273132547751936
255369151,1128224212349382656
254949579,1240682348120866816
254515782,1382912376597479427
254515782,1089045346242576385
2542032578,742732369497587712
252608121,1259818577785307137
250325731,1476701921893257236
2475407894,713118204453851138
2474409224,795138728218021889
246939630,1059580074155012097
2461810448,906944118483382273
2441666255,998825510552723456
241150512,1102381474228056064
239770727,1387010761994682371
2368124492,713761799103971331
2353605901,937899468585828352
2353605901,937899468585828352
234694571,1363558112498749441
234694571,1038106141732089857
234128524,1262136947155316737
232043721,1349869653816823813
2319354435,832757977417400321
2299987059,797127398416326656
227531567,1239206834193326085
225796043,1363558112498749441
225779417,1190788202736435200
2245797112,965935355492032514
223841564,1336677975543193602
217418435,1183485474880360448
216477773,1300619672916824065
215969265,1498743557607366659
212735740,1169989273468190728
211994193,1102968375284776965
210732612,1375846488031432705
203123011,1163579842899709953
191807697,1217922136343490576
1866938882,802649176299466752
185684272,1396548314095517696
179986211,1519296461435027456
178580925,1374439409047674888
175989309,1039446506619596800
1729333160,746746178260205569
172229930,1432718544916164613
170280910,1240682348120866816
167281867,1451164772934696968
167281867,1371593989795684354
163018653,1417944725068386309
163018653,1325399345995374592
163018653,1253892943544381440
161704026,1048818249637552128
159955958,1173501470345445376
159021888,1233276322803138561
159021888,1017039921255624705
153517357,1254077828481630208
153151272,1099390247534759938
1512414846951825408,224233034
1503476155,991324136856346626
1497343815912333317,291862171
1484914062077186048,343726638
1478162558276157443,800262170
1475926675405770752,475507923
1474684988821950465,289273038
1462548977367359490,545402717
1460378795102269441,353365146
1460176204363972613,329305241
1460176204363972613,329305241
1459728480111894535,954348379
145499533,1363451211890876416
144989647,1355187008352739331
1431762585519595520,778976910
1427156123690446849,353140801
142640919,1387010761994682371
1417952253449842692,276616900
1417873927733403650,169487547
140252240,1105735643135537152
1400013985202704385,728273994
1394086635994681345,301352485
1390730692208873480,259963995
1387010761994682371,793520017
138089850,1240682348120866816
138089850,1240682348120866816
138037459,1447874925440688133
1367057849738661888,112155894
1366968686301433860,404726267
1349803174316679176,451756372
1348481478229848067,353365146
1344356576786866176,279390084
1340093943879512065,874258472
1333969328006283264,148683377
1330859882040463362,329305241
1330585435,804582780298412032
133010823,1169989273468190728
1326867091333537793,208728363
1326139149426941952,468161947
1314483801846771712,301153873
1309417499398746112,173672963
1309237180418666499,329305241
1301903018850308099,973261711
129895929,1427453911070347267
129063594,1471315918462459908
1280478731874848769,547328022
1280478731874848769,433728338
1278401163373707267,421495337
1274015453086732288,110893874
1271163370717265927,440916146
1264995750317965312,823541330
1261767221669289984,294292505
1260515654811242498,132345466
125488396,1238149439975456769
1253930331901583360,216507928
1249982359,758114193895665664
1247223374717296647,204660244
1246440482760085504,182663887
1245641653521494016,792254042
1245561638087880705,108379891
1244310077349269504,390770221
1243560408025198593,345365317
1238583088998830081,531618878
1238583088998830081,432263329
1238370241169616897,496455154
1238370241169616897,403796945
1238370241169616897,307823204
1238370241169616897,292243085
1238370241169616897,190154112
1238370241169616897,170600442
1237314642583658496,851051040
1237314642583658496,256677596
1237314642583658496,252793413
1235970884113850368,267498657
1231969046171734017,134194950
1230791643806068736,182238174
1230463969,948961748261810176
1225696320,835858610810925056
121127090,1440605679203467266
119829799,1496969408664662037
1183503749660205056,904408999
1180313568358461443,592834521
1180036365062459392,111313891
117873637,1363558112498749441
117810351,1312166469891813376
117810351,1240682348120866816
1172545640360022019,213801168
1172535926209298432,130605003
117052405,1254054380548038656
1169278342543097856,607229707
1168968080690749441,703626110
1168968080690749441,235244501
1168793622248067072,317340647
1168793622248067072,268794479
1164044033779306496,594982700
116228328,1303741215519780867
1161259317322035200,301153757
1146134038480064517,358283094
112934639,1208748480589484032
1122934522134315009,457280859
1120633726478823425,579287636
1117704370630455296,267498657
1116612139,783655217170554880
1114970489942753280,311314150
1108565574,704867245470535681
1098819491780153345,267498657
1098294927774048256,149106359
1096205507348623360,893479800
1096205507348623360,322643459
1096205507348623360,246667561
1095523459877068800,267498657
1095523459877068800,194617157
1094713876132872192,212445456
1090632578632241152,313006206
1080844782,880819093976170498
1078589024686694401,112155894
1073606435580325889,303324434
1067016944174460928,244942206
1060440219097423872,255812611
105399709,1498743557607366659
1042370935087673344,144463677
104040220,1147680736113094656
1037028403734446080,711351010
1025965232307560449,272036325
102466223,1166799265806503936
1017517703014346753,419238022
1012426446,713761799103971331
1005846500583321601,797406769
1003107003693137921,551507199
1003107003693137921,486834536
1001903494389944320,983973752
1001848891401220096,286216838
993518281,821681572202029058
990056731,783655217170554880
98471035,1033084441697153024
983399416278040576,282273742
967900364,731445438935646208
964865616967553024,993140100
964307489704546309,179744495
96287858,1106282862251331584
95399839,1350685161793310722
95314534,1145583386737676289
95091601,1373530219273875457
95091601,1213060990822076416
95091601,1139017108338032641
950215424981028864,752222360
948169852547715072,135876077
93880122,1446484946294644739
93568965,1132460072775249926
926164634570067968,738145794
919965874311782400,104208920
91674408,1498743557607366659
916333748819341314,131789595
899423922667442176,292057235
89297892,1120819174476062722
891931209097502721,792254042
886398296146706432,531618878
885838630928994304,248905682
88387950,1370681318007209988
878284831,934181338793562112
873185490375233537,296152939
872615153065275392,366498596
870629200348274688,287675386
870629200348274688,163099660
86626845,1422338138727358465
86626845,1220034889879187456
866065134,827595164961140737
864030687120281602,268424186
846454000585244672,458754276
84083187,1143105379418759168
840502412842541056,325087506
832616065259614209,887925458
828107509,864809091612520448
820452522494226433,729804032
819994707061248001,178494883
816260792098000896,286991796
808450839736184836,878772504
806906355214852096,586291040
80040960,1387010761994682371
798953701972938752,493606253
798953701972938752,102162577
796432481289437184,233886065
796424923824746497,949679084
795857631571156992,448692159
795857631571156992,306616453
79402753,1456025947719622661
792054557501038592,356447941
769702230,978776569916284928
76842602,1131654730579554306
76721925,1387010761994682371
766745056367644672,575922000
76596783,1278236816936710144
764476890,946938555003297792
753163541411049474,339611202
751283435382067202,263607988
747885404,715844061190598656
742321348664557568,223981829
723148184013279234,304938928
722242009,872158753008877569
718492074492968960,351089434
71744371,1255942372380180486
71262814,1227740124026413056
711750460932141056,468161947
711743181574942720,936377724
711608180535640064,935883301
711608180535640064,582850891
71048726,1440397840186953738
71048726,1308267623327518725
70435999,1239004332206546949
700382651501277184,523843082
69231656,1239066462356008960
69181624,1484914062077186048
68991446,1489763667918798848
66917778,1213233837393604608
65566588,1345510355603099648
65357102,1384053916690571264
64702445,1465358280012804097
64483444,1086778207939031040
63942152,1333273132547751936
63942152,1314346745086709760
614600545,775705831887077376
60597469,1318082829197168640
605153786,795138728218021889
605153786,760219193195302912
593289567,992335398943719424
58487473,1387010761994682371
582155655,873215206935191552
57906313,1454726401328697353
57181602,1106888451771654145
563615572,807271301283016704
55113432,1098333864420765696
548289031,817770953019183104
52770751,1345510355603099648
525673730,983722425039769600
52418188,1120467401168965633
52400775,1341047951486009347
52211840,1401861298233647106
50614210,1248772656435871744
50055701,1430731923685400579
490002009,913835190572670976
48624704,1415515867857637380
48624704,1335413170572128259
479937891,826226272418283520
47884069,1401861298233647106
478276937,813689415029506048
47215171,1099803821407199233
46926921,1387010761994682371
46678624,1024047313017290752
454099919,889765401822973952
45379403,1243679597729910786
45379403,1240682348120866816
45379403,1240682348120866816
45379403,1240682348120866816
45379403,1240682348120866816
44820390,1401861298233647106
44580409,1051425060152627201
44302241,1220663127601057792
44196397,1387010761994682371
44196397,1198048825086291970
44196397,1108027439589007360
44060932,1191838405568729093
43792125,1147308808944771072
43633246,1221649643190341632
436318012,859234990340546560
43061739,1240661452157059072
426909329,976948534053343233
422971305,968854355058229248
41822696,1350494918612045833
41218263,1208293000511574017
409824643,821668175494451203
40801529,1214085469736075264
404365807,991324136856346626
402285996,804582780298412032
39416218,1471506869717897223
39416218,1437276203312984070
36711022,1368799567190237188
356546958,745699859169165312
352816495,792793633468669953
35157660,1238819398271541251
351120282,938724387125190656
349816997,898231845925646336
